mph,lat,lon,bz_vz,bz_sp
47.224,42.325807,-83.887278,89.783,118.081
42.253,42.325807,-83.887278,85.392,55.016
36.04,42.325807,-83.887278,66.448,64.787
28.583,42.325807,-83.887278,98.762,124.658
21.748,42.325807,-83.887278,93.769,123.75
14.913,42.32566,-83.887255,88.095,123.223
8.078,42.32566,-83.887255,61.348,54.851
5.592,42.32566,-83.887255,96.485,115.23
3.728,42.325515,-83.887228,91.504,109.04
3.107,42.325515,-83.887228,80.642,116.36
4.35,42.325515,-83.887228,80.133,54.73
6.835,42.325367,-83.887202,61.586,110.468
9.321,42.325367,-83.887202,92.854,109.408
11.806,42.325367,-83.887202,94.118,73.046
14.913,42.325218,-83.887167,83.67,49.958
18.02,42.325218,-83.887167,95.392,56.503
21.127,42.325218,-83.887167,88.976,117.748
24.855,42.325068,-83.887127,67.34,63.667
27.962,42.325068,-83.887127,83.584,110.56
31.069,42.325068,-83.887127,87.784,85.974
33.554,42.325068,-83.887127,81.99,131.49
36.04,42.325068,-83.887127,55.541,51.711
38.525,42.325068,-83.887127,89.578,116.643
39.768,42.324913,-83.887083,84.726,110.725
41.632,42.324913,-83.887083,79.838,116.945
41.632,42.324913,-83.887083,89.748,57.407
41.01,42.324753,-83.88704,83.842,110.379
41.01,42.324753,-83.88704,76.13,53.961
42.253,42.324753,-83.88704,122.242,73.361
42.875,42.324592,-83.886995,84.855,49.058
43.496,42.324592,-83.886995,86.818,112.056
44.739,42.324592,-83.886995,77.001,58.315
45.36,42.32443,-83.886952,69.826,65.099
45.981,42.32443,-83.886952,85.241,148.261
46.603,42.32443,-83.886952,83.672,110.449
47.846,42.32427,-83.886908,80.97,134.296
48.467,42.32427,-83.886908,73.853,52.073
49.088,42.32427,-83.886908,91.355,126.901
49.71,42.32427,-83.886908,90.305,116.899
50.331,42.32427,-83.886908,82.644,129.042
50.952,42.32427,-83.886908,70.762,55.032
51.574,42.324108,-83.886868,104.241,112.478
50.952,42.324108,-83.886868,107.894,117.827
50.331,42.324108,-83.886868,76.719,116.355
50.331,42.323948,-83.886825,63.381,56.007
50.952,42.323948,-83.886825,89.657,109.077
51.574,42.323948,-83.886825,599.752,128.313
52.817,42.32379,-83.88678,57.34,75.18
52.817,42.32379,-83.88678,99.22,54.776
53.438,42.32379,-83.88678,188.56,113.914
52.817,42.323635,-83.886737,115.98,112.072
52.817,42.323635,-83.886737,91.653,59.593
53.438,42.323635,-83.886737,82.308,112.975
54.059,42.323482,-83.886697,90.774,137.855
54.681,42.323482,-83.886697,127.423,115.456
54.681,42.323482,-83.886697,88.121,66.445
55.302,42.323482,-83.886697,91.339,119.66
54.681,42.323482,-83.886697,89.681,120.637
55.302,42.323482,-83.886697,77.941,117.522
55.302,42.32333,-83.886658,92.205,55.861
55.923,42.32333,-83.886658,81.294,111.32
56.545,42.32333,-83.886658,77.228,117.537
56.545,42.323177,-83.886618,64.454,92.56
57.166,42.323177,-83.886618,89.178,108.531
57.166,42.323177,-83.886618,91.235,111.978
57.788,42.32302,-83.886573,87.703,110.161
57.788,42.32302,-83.886573,168.174,73.833
57.166,42.32302,-83.886573,76.612,53.008
57.166,42.322857,-83.88653,99.208,111.595
57.788,42.322857,-83.88653,89.05,120.501
57.788,42.322857,-83.88653,77.841,65.405
58.409,42.32269,-83.886485,55.671,67.205
59.03,42.32269,-83.886485,100.039,114.983
59.03,42.32269,-83.886485,93.359,126.146
59.652,42.32269,-83.886485,114.021,56.987
59.03,42.32269,-83.886485,108.893,122.011
59.03,42.32269,-83.886485,95.579,121.44
59.03,42.32252,-83.88644,77.994,124.315
58.409,42.32252,-83.88644,81.113,47.612
57.788,42.32252,-83.88644,82.1,116.41
57.166,42.322345,-83.886392,81.56,73.571
57.166,42.322345,-83.886392,64.877,111.301
56.545,42.322345,-83.886392,85.774,49.141
56.545,42.322172,-83.886343,85.569,108.484
57.166,42.322172,-83.886343,85.392,127.292
56.545,42.322172,-83.886343,59.551,122.256
55.923,42.321995,-83.886297,86.27,108.664
55.302,42.321995,-83.886297,88.332,131.391
54.681,42.321995,-83.886297,84.058,55.985
54.059,42.321818,-83.886252,54.252,84.537
54.059,42.321818,-83.886252,91.319,116.79
53.438,42.321818,-83.886252,86.226,111.864
52.817,42.321818,-83.886252,78.776,112.4
52.195,42.321818,-83.886252,86.164,56.745
52.195,42.321818,-83.886252,61.64,54.019
52.195,42.321643,-83.886207,83.033,53.506
52.195,42.321643,-83.886207,100.395,55.714
52.195,42.321643,-83.886207,84.705,58.683
52.195,42.321472,-83.886163,91.643,53.665
52.195,42.321472,-83.886163,80.555,132.606
52.195,42.321472,-83.886163,83.275,125.672
52.195,42.321305,-83.886118,90.254,51.294
52.817,42.321305,-83.886118,86.013,110.419
52.817,42.321305,-83.886118,88.002,113.415
52.817,42.32114,-83.886075,63.651,116.014
53.438,42.32114,-83.886075,88.655,43.307
53.438,42.32114,-83.886075,82.484,110.07
54.059,42.320975,-83.886028,83.352,134.046
54.059,42.320975,-83.886028,60.809,134.025
54.059,42.320975,-83.886028,85.485,108.381
53.438,42.320975,-83.886028,89.175,122.392
52.817,42.320975,-83.886028,83.259,132.172
51.574,42.320975,-83.886028,79.562,70.29
51.574,42.320808,-83.88598,84.323,47.85
51.574,42.320808,-83.88598,94.574,148.456
52.195,42.320808,-83.88598,81.315,115.06
51.574,42.320638,-83.885932,87.12,57.763
51.574,42.320638,-83.885932,90.299,66.102
50.952,42.320638,-83.885932,77.047,137.671
50.952,42.320467,-83.885887,90.283,148.522
51.574,42.320467,-83.885887,91.343,63.785
51.574,42.320467,-83.885887,98.813,119.138
52.195,42.320293,-83.885838,82.059,56.826
52.195,42.320293,-83.885838,68.827,101.416
52.817,42.320293,-83.885838,91.471,66.414
52.817,42.320118,-83.88579,99.055,121.694
52.817,42.320118,-83.88579,92.436,67.705
52.195,42.320118,-83.88579,65.545,144.645
51.574,42.320118,-83.88579,87.235,124.263
50.952,42.320118,-83.88579,88.366,61.413
50.331,42.320118,-83.88579,82.545,132.087
50.331,42.319942,-83.885742,60.983,88.196
50.952,42.319942,-83.885742,87.333,54.149
51.574,42.319942,-83.885742,60.506,114.793
52.817,42.319762,-83.885695,87.871,113.164
53.438,42.319762,-83.885695,91.005,45.876
54.059,42.319762,-83.885695,91.243,109.256
54.681,42.319582,-83.885648,87.322,126.683
54.681,42.319582,-83.885648,83.523,108.12
54.059,42.319582,-83.885648,90.521,59.476
54.059,42.319397,-83.885602,103.769,54.764
53.438,42.319397,-83.885602,90.659,112.642
53.438,42.319397,-83.885602,71.661,126.026
53.438,42.319212,-83.885553,85.696,55.474
54.059,42.319212,-83.885553,82.242,119.856
53.438,42.319212,-83.885553,77.098,112.875
52.817,42.319212,-83.885553,50.805,68.21
52.195,42.319212,-83.885553,91.01,49.331
52.195,42.319212,-83.885553,84.965,57.405
52.817,42.319023,-83.885503,77.907,139.72
53.438,42.319023,-83.885503,86.789,61.435
54.059,42.319023,-83.885503,54.117,111.336
53.438,42.318835,-83.885453,89.795,124.105
52.817,42.318835,-83.885453,87.652,119.476
53.438,42.318835,-83.885453,81.89,49.69
52.195,42.318647,-83.885398,108.374,111.845
52.195,42.318647,-83.885398,89.535,110.063
52.195,42.318647,-83.885398,100.343,72.403
52.195,42.318455,-83.885343,83.797,52.81
52.195,42.318455,-83.885343,100.577,55.225
52.195,42.318455,-83.885343,55.561,45.215
52.195,42.318262,-83.885285,103.644,121.885
52.195,42.318262,-83.885285,80.445,51.493
52.817,42.318262,-83.885285,83.789,112.387
52.817,42.318262,-83.885285,87.512,116.773
53.438,42.318262,-83.885285,84.739,58.305
54.059,42.318262,-83.885285,84.314,55.488
53.438,42.31807,-83.885227,75.189,54.953
53.438,42.31807,-83.885227,70.1,110.419
52.817,42.31807,-83.885227,86.622,54.736
52.817,42.317877,-83.885167,82.093,52.76
51.574,42.317877,-83.885167,84.303,115.652
50.952,42.317877,-83.885167,57.628,117.437
49.71,42.317688,-83.885103,98.821,58.715
49.088,42.317688,-83.885103,86.185,140.473
49.71,42.317688,-83.885103,149.958,85.654
50.331,42.317503,-83.885037,88.15,57.541
50.331,42.317503,-83.885037,96.932,60.875
50.331,42.317503,-83.885037,84.349,165.369
50.331,42.317318,-83.88497,131.853,129.792
50.952,42.317318,-83.88497,98.686,58.578
50.331,42.317318,-83.88497,87.692,118.292
49.71,42.317318,-83.88497,89.772,76.715
49.088,42.317318,-83.88497,87.485,46.728
47.846,42.317318,-83.88497,84.832,74.754
45.981,42.317135,-83.884902,91.717,108.456
44.117,42.317135,-83.884902,83.153,57.503
41.01,42.317135,-83.884902,75.362,59.779
36.661,42.316955,-83.884833,89.523,110.151
33.554,42.316955,-83.884833,92.007,129.295
31.069,42.316955,-83.884833,170.275,59.133
27.962,42.316777,-83.884767,52.924,36.864
24.233,42.316777,-83.884767,87.222,53.781
19.884,42.316777,-83.884767,104.693,118.257
16.156,42.316602,-83.884695,142.643,51.843
11.806,42.316602,-83.884695,89.786,49.648
11.806,42.316602,-83.884695,94.302,112.623
3.107,42.316432,-83.884618,83.297,121.534
0.0,42.316432,-83.884618,115.718,62.257
0.0,42.316432,-83.884618,85.861,64.718
0.0,42.316432,-83.884618,83.157,114.003
0.0,42.316432,-83.884618,77.219,45.557
0.0,42.316432,-83.884618,103.607,54.945
0.0,42.316267,-83.884532,83.991,122.583
0.0,42.316267,-83.884532,92.592,118.388
0.0,42.316267,-83.884532,79.852,65.037
0.0,42.316108,-83.884433,71.328,57.059
0.0,42.316108,-83.884433,83.483,58.879
0.0,42.316108,-83.884433,88.156,137.472
0.0,42.315955,-83.884328,83.817,68.565
0.0,42.315955,-83.884328,58.598,58.077
0.0,42.315955,-83.884328,84.588,115.289
0.0,42.315803,-83.884215,92.993,115.637
0.0,42.315803,-83.884215,135.138,54.407
0.0,42.315803,-83.884215,85.839,62.547
0.0,42.315653,-83.884098,86.8,117.085
0.0,42.315653,-83.884098,86.632,70.328
0.0,42.315653,-83.884098,82.25,71.945
0.0,42.315653,-83.884098,84.132,112.267
0.0,42.315653,-83.884098,89.13,70.192
0.0,42.315653,-83.884098,82.633,51.309
1.864,42.315505,-83.883977,60.385,58.177
6.835,42.315505,-83.883977,85.045,55.004
10.563,42.315505,-83.883977,87.185,56.658
13.67,42.315355,-83.883857,87.588,45.896
16.156,42.315355,-83.883857,85.231,46.813
19.263,42.315355,-83.883857,88.474,48.978
21.748,42.315202,-83.88374,81.813,67.924
23.612,42.315202,-83.88374,78.514,58.347
26.098,42.315202,-83.88374,82.287,62.455
28.583,42.315047,-83.88362,88.809,134.626
30.447,42.315047,-83.88362,80.812,109.731
32.311,42.315047,-83.88362,92.446,47.196
34.175,42.314893,-83.883495,87.797,122.746
35.418,42.314893,-83.883495,86.186,116.099
37.282,42.314893,-83.883495,81.054,65.969
38.525,42.314893,-83.883495,75.869,59.152
39.768,42.314893,-83.883495,89.351,78.485
40.389,42.314893,-83.883495,85.538,114.342
41.632,42.314742,-83.88337,80.614,52.944
42.875,42.314742,-83.88337,76.014,54.722
43.496,42.314742,-83.88337,95.793,115.486
44.117,42.314587,-83.883245,84.317,117.078
44.117,42.314587,-83.883245,75.769,54.864
44.739,42.314587,-83.883245,86.79,47.151
44.739,42.314433,-83.88312,87.616,195.641
44.739,42.314433,-83.88312,90.08,116.016
44.117,42.314433,-83.88312,132.554,52.743
44.117,42.31428,-83.882995,89.32,57.846
42.875,42.31428,-83.882995,107.643,110.238
42.875,42.31428,-83.882995,75.248,124.512
43.496,42.314125,-83.882872,121.477,53.516
42.253,42.314125,-83.882872,86.241,115.269
42.875,42.314125,-83.882872,90.436,112.244
41.632,42.314125,-83.882872,79.33,63.617
42.253,42.314125,-83.882872,81.649,59.428
42.875,42.314125,-83.882872,82.316,57.094
43.496,42.31397,-83.882748,96.318,131.336
44.117,42.31397,-83.882748,79.683,60.942
44.739,42.31397,-83.882748,55.383,55.506
45.36,42.313815,-83.882622,91.319,115.028
45.981,42.313815,-83.882622,86.793,118.393
46.603,42.313815,-83.882622,87.216,46.517
46.603,42.313662,-83.882493,89.94,62.154
47.224,42.313662,-83.882493,101.345,107.378
47.846,42.313662,-83.882493,82.079,110.938
48.467,42.313507,-83.882362,134.052,54.253
48.467,42.313507,-83.882362,80.795,49.484
49.088,42.313507,-83.882362,82.217,112.481
49.088,42.313348,-83.88223,90.634,111.609
49.088,42.313348,-83.88223,125.158,55.745
49.088,42.313348,-83.88223,87.957,125.094
49.71,42.313348,-83.88223,108.281,52.943
50.331,42.313348,-83.88223,87.279,48.435
50.331,42.313348,-83.88223,88.972,49.207
50.331,42.313188,-83.882095,87.872,117.779
50.952,42.313188,-83.882095,85.704,116.19
50.952,42.313188,-83.882095,86.92,67.364
50.952,42.313025,-83.881955,139.054,62.418
50.952,42.313025,-83.881955,84.281,57.514
50.952,42.313025,-83.881955,82.533,111.208
50.952,42.312858,-83.881813,78.779,78.182
50.952,42.312858,-83.881813,67.97,47.683
50.952,42.312858,-83.881813,92.707,114.094
51.574,42.312688,-83.88167,91.116,50.195
51.574,42.312688,-83.88167,87.447,162.3
51.574,42.312688,-83.88167,59.458,114.367
51.574,42.312517,-83.881525,92.557,59.09
52.195,42.312517,-83.881525,85.642,117.069
51.574,42.312517,-83.881525,83.461,49.566
52.195,42.312517,-83.881525,77.047,116.105
52.195,42.312517,-83.881525,106.504,108.726
52.195,42.312517,-83.881525,103.177,62.754
52.195,42.31234,-83.881375,84.604,51.166
52.817,42.31234,-83.881375,82.172,49.122
52.817,42.31234,-83.881375,95.237,123.336
52.817,42.312165,-83.881223,88.313,117.453
52.817,42.312165,-83.881223,271.019,50.827
45.981,42.312165,-83.881223,64.195,56.008
46.603,42.285052,-83.81199,69.724,51.379
47.224,42.285052,-83.81199,101.432,61.142
47.846,42.285052,-83.81199,153.933,65.088
48.467,42.285032,-83.811747,87.108,141.24
47.846,42.285032,-83.811747,90.547,72.992
48.467,42.285032,-83.811747,79.735,113.043
47.846,42.285012,-83.8115,83.56,53.067
47.846,42.285012,-83.8115,88.471,49.102
47.224,42.285012,-83.8115,78.216,122.302
46.603,42.284992,-83.81125,83.483,60.184
45.981,42.284992,-83.81125,89.953,58.612
46.603,42.284992,-83.81125,72.687,66.014
45.981,42.284992,-83.81125,68.823,121.401
45.36,42.284992,-83.81125,84.107,74.563
45.981,42.284992,-83.81125,96.316,118.235
45.981,42.284973,-83.810995,194.909,118.089
46.603,42.284973,-83.810995,96.81,75.75
46.603,42.284973,-83.810995,90.344,111.42
47.224,42.284957,-83.810737,93.011,150.084
46.603,42.284957,-83.810737,90.93,108.748
47.224,42.284957,-83.810737,90.063,51.793
47.224,42.284942,-83.810475,58.592,116.654
46.603,42.284942,-83.810475,94.681,109.665
46.603,42.284942,-83.810475,102.416,76.848
47.224,42.284928,-83.810212,88.023,52.367
47.224,42.284928,-83.810212,87.195,49.282
47.224,42.284928,-83.810212,77.242,127.649
47.224,42.284918,-83.809948,83.523,66.999
46.603,42.284918,-83.809948,87.917,61.732
45.981,42.284918,-83.809948,84.375,117.224
45.36,42.284918,-83.809948,129.313,114.734
44.739,42.284918,-83.809948,89.811,69.41
44.739,42.284918,-83.809948,90.591,118.269
43.496,42.284908,-83.809685,80.896,137.338
42.875,42.284908,-83.809685,78.319,96.065
42.253,42.284908,-83.809685,87.74,78.634
42.253,42.284898,-83.809422,84.513,62.341
41.632,42.284898,-83.809422,74.415,119.768
41.01,42.284898,-83.809422,74.74,169.686
39.768,42.28489,-83.80916,85.623,100.868
39.146,42.28489,-83.80916,84.53,64.487
38.525,42.28489,-83.80916,75.614,61.031
35.418,42.284885,-83.808902,58.316,49.548
32.311,42.284885,-83.808902,85.328,81.048
28.583,42.284885,-83.808902,90.833,126.949
23.612,42.284882,-83.808645,80.466,82.97
18.02,42.284882,-83.808645,91.489,76.768
17.398,42.284882,-83.808645,58.227,46.311
18.02,42.284882,-83.808645,75.269,115.093
21.127,42.284882,-83.808645,101.536,66.011
24.855,42.284882,-83.808645,93.111,62.516
28.583,42.284878,-83.808393,81.224,58.75
31.069,42.284878,-83.808393,81.626,55.839
33.554,42.284878,-83.808393,87.484,75.32
36.04,42.284878,-83.80814,88.808,53.704
38.525,42.284878,-83.80814,91.727,77.613
40.389,42.284878,-83.80814,81.881,129.067
42.875,42.284878,-83.807888,121.168,75.021
45.36,42.284878,-83.807888,91.739,66.595
47.224,42.284878,-83.807888,88.204,63.375
49.088,42.284882,-83.807638,87.188,113.949
49.71,42.284882,-83.807638,60.913,58.39
50.331,42.284882,-83.807638,102.741,55.398
51.574,42.284883,-83.807388,88.116,145.013
52.817,42.284883,-83.807388,74.14,69.535
52.817,42.284883,-83.807388,59.248,51.449
51.574,42.284883,-83.807388,85.624,86.445
50.331,42.284883,-83.807388,81.212,128.472
49.71,42.284883,-83.807388,84.038,95.276
50.331,42.284883,-83.807138,78.453,75.953
50.331,42.284883,-83.807138,90.752,67.956
50.952,42.284883,-83.807138,89.371,149.356
51.574,42.284883,-83.806885,93.289,72.484
50.952,42.284883,-83.806885,98.215,73.023
50.952,42.284883,-83.806885,84.94,61.198
50.952,42.284885,-83.80663,80.567,135.633
50.952,42.284885,-83.80663,71.793,58.053
50.331,42.284885,-83.80663,82.163,57.73
50.952,42.28489,-83.806375,94.505,64.835
51.574,42.28489,-83.806375,84.521,124.361
51.574,42.28489,-83.806375,97.96,46.064
50.331,42.284893,-83.80612,84.89,68.975
50.331,42.284893,-83.80612,83.726,119.779
50.952,42.284893,-83.80612,90.84,73.747
50.952,42.284893,-83.80612,92.862,73.845
50.952,42.284893,-83.80612,98.603,143.334
49.71,42.284893,-83.80612,83.929,333.896
48.467,42.284897,-83.805865,86.222,9491.185
49.088,42.284897,-83.805865,90.747,8547.913
49.71,42.284897,-83.805865,89.667,7498.432
50.331,42.284898,-83.805607,75.42,6510.548
50.952,42.284898,-83.805607,59.743,5468.941
50.952,42.284898,-83.805607,86.996,4424.974
51.574,42.2849,-83.805347,82.207,3380.992
51.574,42.2849,-83.805347,108.557,2336.329
51.574,42.2849,-83.805347,81.259,1289.946
50.952,42.284903,-83.805088,155.681,243.155
50.331,42.284903,-83.805088,51.321,75.092
49.088,42.284903,-83.805088,116.59,93.707
47.224,42.284905,-83.804832,126.175,102.599
45.981,42.284905,-83.804832,69.966,66.197
44.739,42.284905,-83.804832,112.217,126.147
44.117,42.284905,-83.804832,86.928,122.939
42.253,42.284905,-83.804832,78.621,81.618
40.389,42.284905,-83.804832,90.281,65.533
38.525,42.284907,-83.804575,85.116,66.649
36.04,42.284907,-83.804575,78.867,113.068
33.554,42.284907,-83.804575,73.31,112.464
31.069,42.28491,-83.804318,88.382,122.37
29.204,42.28491,-83.804318,82.987,75.859
23.612,42.28491,-83.804318,75.533,127.317
21.127,42.284915,-83.804062,52.274,48.466
21.127,42.284915,-83.804062,88.29,124.414
22.369,42.284915,-83.804062,87.856,62.636
23.612,42.284918,-83.803805,83.276,78.104
25.476,42.284918,-83.803805,56.246,70.632
27.34,42.284918,-83.803805,83.456,114.802
29.204,42.284922,-83.80355,92.299,60.007
30.447,42.284922,-83.80355,81.591,56.126
32.311,42.284922,-83.80355,88.756,51.605
33.554,42.284922,-83.80355,95.308,122.508
35.418,42.284922,-83.80355,84.091,124.852
36.04,42.284922,-83.80355,138.352,44.083
31.69,42.284925,-83.803298,82.453,65.568
23.612,42.284925,-83.803298,78.975,71.43
13.67,42.284925,-83.803298,82.734,118.254
8.078,42.284927,-83.80305,83.357,54.833
6.835,42.284927,-83.80305,85.419,69.284
6.835,42.284927,-83.80305,87.854,53.195
6.835,42.284927,-83.802805,75.878,49.373
9.942,42.284927,-83.802805,64.489,50.117
13.049,42.284927,-83.802805,79.272,57.707
17.398,42.284927,-83.80256,82.962,70.104
19.884,42.284927,-83.80256,78.779,113.563
22.369,42.284927,-83.80256,60.217,63.295
24.855,42.284927,-83.80232,79.157,73.125
27.34,42.284927,-83.80232,84.599,73.313
29.204,42.284927,-83.80232,80.158,118.806
31.069,42.284927,-83.80232,51.344,130.405
31.69,42.284927,-83.80232,83.608,59.331
31.069,42.284927,-83.80232,87.655,51.463
29.826,42.284925,-83.802083,91.166,64.508
26.098,42.284925,-83.802083,90.638,65.13
22.369,42.284925,-83.802083,86.492,116.015
18.641,42.284923,-83.80185,82.957,59.153
15.534,42.284923,-83.80185,65.894,52.906
14.913,42.284923,-83.80185,84.208,48.448
14.292,42.28492,-83.801618,80.646,118.121
15.534,42.28492,-83.801618,79.526,64.023
17.398,42.28492,-83.801618,55.786,60.835
19.884,42.284917,-83.801392,78.525,63.851
22.991,42.284917,-83.801392,85.13,128.952
24.855,42.284917,-83.801392,85.54,49.903
26.719,42.284915,-83.801167,90.263,124.919
28.583,42.284915,-83.801167,97.174,122.164
30.447,42.284915,-83.801167,81.577,117.417
32.311,42.284915,-83.801167,136.593,75.995
34.175,42.284915,-83.801167,85.801,112.387
36.04,42.284915,-83.801167,87.823,101.051
36.661,42.284915,-83.800947,81.52,114.429
37.904,42.284915,-83.800947,77.384,63.828
38.525,42.284915,-83.800947,83.97,125.275
39.146,42.284917,-83.800728,85.856,116.435
39.146,42.284917,-83.800728,85.008,118.717
39.768,42.284917,-83.800728,72.706,50.613
40.389,42.284918,-83.800517,83.329,136.831
40.389,42.284918,-83.800517,86.722,114.914
40.389,42.284918,-83.800517,79.987,68.589
41.01,42.28492,-83.80031,46.824,62.672
41.01,42.28492,-83.80031,83.784,127.241
41.01,42.28492,-83.80031,86.251,122.937
42.253,42.284922,-83.800115,82.16,126.178
42.875,42.284922,-83.800115,94.551,120.251
43.496,42.284922,-83.800115,103.285,111.493
44.117,42.284922,-83.800115,81.317,156.027
44.739,42.284922,-83.800115,126.234,66.227
45.36,42.284922,-83.800115,83.209,115.522
45.981,42.284923,-83.799938,79.039,62.563
46.603,42.284923,-83.799938,86.812,115.199
47.224,42.284923,-83.799938,73.047,59.69
47.224,42.284923,-83.799783,88.044,119.752
47.846,42.284923,-83.799783,87.151,67.733
47.846,42.284923,-83.799783,90.614,126.988
47.224,42.28492,-83.799655,60.166,83.689
47.224,42.28492,-83.799655,89.54,53.66
47.224,42.28492,-83.799655,84.412,126.044
46.603,42.284905,-83.799557,73.73,116.835
46.603,42.284905,-83.799557,66.954,62.334
46.603,42.284905,-83.799557,85.04,58.898
45.981,42.284872,-83.799482,79.713,115.101
45.36,42.284872,-83.799482,79.182,52.36
45.36,42.284872,-83.799482,58.453,149.634
46.603,42.284872,-83.799482,78.928,54.843
47.846,42.284872,-83.799482,86.958,120.258
48.467,42.284872,-83.799482,92.432,74.481
49.71,42.284815,-83.799433,111.947,52.228
49.088,42.284815,-83.799433,82.708,117.67
49.71,42.284815,-83.799433,78.112,115.38
50.331,42.284737,-83.79941,131.712,56.519
50.331,42.284737,-83.79941,84.014,119.724
50.331,42.284737,-83.79941,79.948,141.573
50.331,42.284638,-83.799408,82.283,140.886
49.71,42.284638,-83.799408,68.245,44.992
49.71,42.284638,-83.799408,104.19,123.27
49.088,42.284527,-83.799413,83.646,118.823
48.467,42.284527,-83.799413,85.876,59.142
47.224,42.284527,-83.799413,55.316,50.975
45.36,42.284402,-83.79942,87.332,60.695
44.739,42.284402,-83.79942,82.018,57.253
44.739,42.284402,-83.79942,84.477,48.896
45.36,42.284402,-83.79942,49.117,64.169
45.981,42.284402,-83.79942,80.783,113.873
47.224,42.284402,-83.79942,87.696,85.429
47.224,42.28427,-83.799425,79.019,73.302
46.603,42.28427,-83.799425,85.733,156.591
45.981,42.28427,-83.799425,83.182,118.415
45.981,42.28413,-83.799428,77.91,42.791
45.36,42.28413,-83.799428,90.566,71.757
44.739,42.28413,-83.799428,87.921,78.271
44.739,42.283978,-83.799428,83.824,59.643
44.117,42.283978,-83.799428,80.631,151.232
42.875,42.283978,-83.799428,67.973,54.864
42.253,42.283817,-83.799427,88.878,77.934
41.632,42.283817,-83.799427,68.097,52.313
35.418,42.283817,-83.799427,61.632,115.854
29.826,42.283647,-83.799425,95.569,76.477
22.369,42.283647,-83.799425,82.118,56.675
15.534,42.283647,-83.799425,79.007,58.693
7.456,42.283647,-83.799425,133.812,117.488
1.243,42.283647,-83.799425,84.719,136.012
0.0,42.283647,-83.799425,85.141,45.78
1.864,42.28347,-83.799425,85.537,47.834
6.835,42.28347,-83.799425,79.791,126.021
11.185,42.28347,-83.799425,86.543,49.251
14.292,42.283282,-83.799427,87.683,58.19
16.777,42.283282,-83.799427,76.838,55.623
19.263,42.283282,-83.799427,70.823,55.473
21.748,42.283085,-83.799428,89.335,68.936
23.612,42.283085,-83.799428,86.684,62.734
25.476,42.283085,-83.799428,77.743,54.771
27.34,42.282883,-83.799428,60.004,50.99
29.204,42.282883,-83.799428,86.881,130.326
30.447,42.282883,-83.799428,86.263,63.305
31.069,42.28268,-83.799428,87.698,117.792
31.069,42.28268,-83.799428,72.673,69.05
31.69,42.28268,-83.799428,85.934,76.187
31.69,42.28268,-83.799428,80.938,63.922
32.311,42.28268,-83.799428,96.092,67.702
32.311,42.28268,-83.799428,51.595,64.448
31.069,42.282472,-83.799427,90.272,57.271
30.447,42.282472,-83.799427,72.892,61.864
28.583,42.282472,-83.799427,73.401,64.401
27.34,42.282258,-83.799425,85.044,51.334
25.476,42.282258,-83.799425,84.517,54.831
24.233,42.282258,-83.799425,77.776,63.419
21.748,42.282043,-83.79942,70.327,56.772
19.263,42.282043,-83.79942,88.179,119.778
16.777,42.282043,-83.79942,87.38,54.503
16.777,42.281828,-83.799412,90.93,52.851
18.641,42.281828,-83.799412,59.387,110.322
21.748,42.281828,-83.799412,86.437,123.419
24.855,42.281615,-83.799403,84.22,52.924
27.34,42.281615,-83.799403,81.247,117.316
29.826,42.281615,-83.799403,90.937,115.738
32.311,42.281615,-83.799403,83.786,68.064
34.175,42.281615,-83.799403,83.235,62.679
36.04,42.281615,-83.799403,128.732,116.757
37.904,42.281407,-83.7994,63.719,101.434
40.389,42.281407,-83.7994,83.146,62.518
41.632,42.281407,-83.7994,77.383,60.062
43.496,42.281202,-83.799398,113.966,127.455
45.36,42.281202,-83.799398,88.708,63.197
46.603,42.281202,-83.799398,60.179,49.975
48.467,42.280995,-83.799395,55.393,54.933
49.088,42.280995,-83.799395,54.802,123.38
49.088,42.280995,-83.799395,87.54,54.334
50.331,42.280788,-83.79939,82.501,55.585
51.574,42.280788,-83.79939,64.804,111.419
52.195,42.280788,-83.79939,58.494,120.584
53.438,42.280578,-83.799385,91.112,60.569
53.438,42.280578,-83.799385,70.083,72.352
53.438,42.280578,-83.799385,68.92,118.29
53.438,42.280578,-83.799385,91.943,119.724
54.059,42.280578,-83.799385,50.626,93.363
54.681,42.280578,-83.799385,97.653,67.363
54.681,42.280368,-83.799382,71.033,113.488
54.681,42.280368,-83.799382,114.499,125.113
55.302,42.280368,-83.799382,91.799,56.469
54.681,42.280157,-83.79938,90.509,48.163
54.059,42.280157,-83.79938,73.267,117.931
54.059,42.280157,-83.79938,121.863,119.114
53.438,42.279948,-83.799378,90.392,59.855
53.438,42.279948,-83.799378,95.216,58.099
52.817,42.279948,-83.799378,77.428,95.585
52.817,42.27974,-83.799373,213.95,120.101
53.438,42.27974,-83.799373,97.103,52.937
53.438,42.27974,-83.799373,89.988,116.694
53.438,42.279532,-83.799372,72.368,123.726
54.059,42.279532,-83.799372,94.012,61.367
54.059,42.279532,-83.799372,94.099,135.101
54.059,42.279532,-83.799372,88.895,55.335
54.681,42.279532,-83.799372,85.825,113.631
54.059,42.279532,-83.799372,78.018,60.486
53.438,42.279325,-83.799368,70.231,57.973
53.438,42.279325,-83.799368,99.338,118.876
53.438,42.279325,-83.799368,89.489,117.437
54.059,42.279118,-83.799365,79.555,54.436
54.681,42.279118,-83.799365,82.201,120.885
